,id,longitude,latitude,time,NDVI,EVI,DetailedQA,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b07,ViewZenith,SolarZenith,RelativeAzimuth,DayOfYear,SummaryQA,datetime
93,3,13.47809794410827,53.07583566809678,2004.0,6669.739130434783,3349.304347826087,3452.0,472.17391304347825,2084.1304347826085,479.0869565217391,680.1739130434783,2483.217391304348,5395.391304347826,4601.086956521739,167.65217391304347,0.9130434782608695,1970-01-01
94,4,13.47809794410827,53.07583566809678,2005.0,7072.695652173913,3281.782608695652,5801.826086956522,361.2608695652174,1933.5217391304348,316.60869565217394,675.695652173913,1195.5652173913043,5372.434782608696,1552.0,185.47826086956522,0.5217391304347826,1970-01-01
95,0,13.48034373231857,53.07583566809678,2001.0,6669.95652173913,3138.6521739130435,7570.217391304348,497.4347826086956,2021.5652173913043,454.17391304347825,643.0434782608696,2467.0,5445.0,-401.6521739130435,184.2173913043478,0.6956521739130435,1970-01-01
96,1,13.48034373231857,53.07583566809678,2002.0,6940.217391304348,3516.6521739130435,7054.304347826087,374.0869565217391,2054.6521739130435,295.0869565217391,623.5217391304348,2688.608695652174,5366.217391304348,3096.086956521739,185.0,0.782608695652174,1970-01-01
97,2,13.48034373231857,53.07583566809678,2003.0,6417.260869565217,3234.1739130434785,3983.521739130435,590.304347826087,2195.0434782608695,549.1739130434783,794.3478260869565,1810.4782608695652,5400.913043478261,3915.913043478261,169.0,1.0869565217391304,1970-01-01
98,3,13.48034373231857,53.07583566809678,2004.0,6652.347826086957,3296.695652173913,3452.0,490.39130434782606,2103.8260869565215,479.0869565217391,680.1739130434783,2483.217391304348,5395.391304347826,4601.086956521739,167.65217391304347,0.9130434782608695,1970-01-01
99,4,13.48034373231857,53.07583566809678,2005.0,6993.782608695652,3225.217391304348,5801.826086956522,353.9130434782609,1899.391304347826,316.60869565217394,675.695652173913,1195.5652173913043,5372.434782608696,1552.0,185.47826086956522,0.5217391304347826,1970-01-01
100,0,13.482589520528869,53.07583566809678,2001.0,6669.95652173913,3138.6521739130435,7570.217391304348,497.4347826086956,2021.5652173913043,454.17391304347825,643.0434782608696,2467.0,5445.0,-401.6521739130435,184.2173913043478,0.6956521739130435,1970-01-01
101,1,13.482589520528869,53.07583566809678,2002.0,6940.217391304348,3516.6521739130435,7054.304347826087,374.0869565217391,2054.6521739130435,295.0869565217391,623.5217391304348,2688.608695652174,5366.217391304348,3096.086956521739,185.0,0.782608695652174,1970-01-01
102,2,13.482589520528869,53.07583566809678,2003.0,6417.260869565217,3234.1739130434785,3983.521739130435,590.304347826087,2195.0434782608695,549.1739130434783,794.3478260869565,1810.4782608695652,5400.913043478261,3915.913043478261,169.0,1.0869565217391304,1970-01-01
103,3,13.482589520528869,53.07583566809678,2004.0,6652.347826086957,3296.695652173913,3452.0,490.39130434782606,2103.8260869565215,479.0869565217391,680.1739130434783,2483.217391304348,5395.391304347826,4601.086956521739,167.65217391304347,0.9130434782608695,1970-01-01
104,4,13.482589520528869,53.07583566809678,2005.0,6993.782608695652,3225.217391304348,5801.826086956522,353.9130434782609,1899.391304347826,316.60869565217394,675.695652173913,1195.5652173913043,5372.434782608696,1552.0,185.47826086956522,0.5217391304347826,1970-01-01
